CD_MAKE_VEH1,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL1
AUDI  ,      ,WHI,2023,1
B M W ,      ,GRY,2012,2
B M W ,      ,SIL,2012,1
B M W ,      ,WHI,2012,1
B M W ,      ,SIL,2013,1
B M W ,      ,GRY,2014,1
B M W ,      ,BLK,2015,1
B M W ,      ,WHI,2015,1
B M W ,      ,BLK,2016,1
B M W ,      ,WHI,2016,6
B M W ,      ,BLU,2019,1
CAN AM,      ,SIL,2018,1
CAN AM,      ,BLK,2021,1
CASE  ,      ,OGE,1900,1
CASE  ,      ,WHI,1980,1
CATPLR,      ,YLW,1900,2
CFMOTO,      ,BRN,2024,1
CFMOTO,      ,GRN,2024,2
CHAMB ,      ,BLK,1975,1
CHEV  ,      ,BLU,1939,1
CHEV  ,      ,GRY,1959,1
CHRYS ,      ,GRY,1968,1
CROWN ,      ,GRY,2024,1
D BRN ,      ,WHI,1974,1
DEUTZ ,      ,GRN,1981,1
DODGE ,      ,RED,1936,1
DODGE ,      ,WHI,1965,1
F LINE,      ,WHI,2010,1
FERG  ,      ,RED,1959,1
FIAT  ,      ,OGE,1975,1
FORD  ,      ,YLW,1967,1
FORD  ,      ,WHI,1969,1
FORD  ,      ,BRN,1977,1
FORD  ,      ,YLW,1979,1
FORD  ,      ,BLU,1981,1
FORD  ,      ,WHI,1985,1
FORD  ,      ,BLU,1987,1
FORD  ,      ,WHI,1991,1
FORD  ,      ,BLU,2008,1
FORD  ,      ,SIL,2008,1
FORD  ,      ,WHI,2008,1
FORD  ,      ,BLK,2009,1
FORD  ,      ,GRN,2009,1
FORD  ,      ,SIL,2009,1
FORD  ,      ,BLK,2010,3
FORD  ,      ,BLU,2010,3
FORD  ,      ,GRN,2010,2
FORD  ,      ,RED,2010,1
FORD  ,      ,SIL,2010,1
FORD  ,      ,WHI,2010,1
FORD  ,      ,BLK,2011,1
FORD  ,      ,BLU,2011,1
FORD  ,      ,GRY,2011,1
FORD  ,      ,OGE,2011,1
FORD  ,      ,SIL,2011,3
FORD  ,      ,BLU,2012,2
FORD  ,      ,GRN,2012,1
FORD  ,      ,SIL,2012,1
FORD  ,      ,WHI,2012,3
FORD  ,      ,GLD,2013,1
FORD  ,      ,GRY,2013,1
FORD  ,      ,SIL,2013,2
FORD  ,      ,WHI,2013,1
FORD  ,      ,BLK,2015,1
FORD  ,      ,WHI,2016,2
G WALL,      ,WHI,2010,1
G WALL,      ,WHI,2012,1
HARDI ,      ,RED,2018,1
HIGER ,      ,WHI,2013,1
HINO  ,      ,WHI,1993,1
HINO  ,      ,WHI,2008,1
HINO  ,      ,WHI,2024,1
HOLDEN,      ,GLD,1973,1
HOLDEN,      ,WHI,1973,1
HOLDEN,      ,WHI,1974,1
HOLDEN,      ,GRN,1975,1
HOLDEN,      ,BLU,1978,1
HOLDEN,      ,WHI,1978,1
HOLDEN,      ,BLU,1979,1
HOLDEN,      ,WHI,1979,1
HOLDEN,      ,OGE,1981,1
HOLDEN,      ,BRN,1985,1
HOLDEN,      ,BLK,2004,1
HOLDEN,      ,RED,2004,1
HOLDEN,      ,GRY,2005,1
HOLDEN,      ,RED,2005,1
HOLDEN,      ,GRN,2006,1
HOLDEN,      ,PUR,2007,1
HOLDEN,      ,RED,2008,1
HOLDEN,      ,BLK,2011,2
HOLDEN,      ,WHI,2012,2
HOLDEN,      ,BLU,2013,1
HOLDEN,      ,RED,2016,1
HONDA ,      ,SIL,2009,1
HONDA ,      ,BLK,2014,1
HONDA ,      ,RED,2018,1
HYDREM,      ,YLW,2021,1
HYNDAI,      ,BLK,2009,1
HYNDAI,      ,BLK,2010,1
HYNDAI,      ,BLU,2010,1
HYNDAI,      ,RED,2010,2
HYNDAI,      ,SIL,2010,1
HYNDAI,      ,WHI,2010,3
HYNDAI,      ,YLW,2010,2
HYNDAI,      ,BLK,2013,2
HYNDAI,      ,SIL,2013,2
HYNDAI,      ,WHI,2013,1
HYNDAI,      ,BLK,2014,3
HYNDAI,      ,BLU,2014,2
HYNDAI,      ,GRY,2014,2
HYNDAI,      ,PUR,2014,3
HYNDAI,      ,RED,2014,1
HYNDAI,      ,SIL,2014,2
HYNDAI,      ,WHI,2014,2
HYNDAI,      ,YLW,2014,1
INTERN,      ,RED,1979,1
ISUZU ,      ,WHI,1978,1
ISUZU ,      ,WHI,1981,1
ISUZU ,      ,RED,1985,1
ISUZU ,      ,WHI,1987,1
ISUZU ,      ,WHI,2000,1
ISUZU ,      ,GRY,2024,1
IVECO ,      ,WHI,2005,1
J C B ,      ,YLW,2024,1
J DEER,      ,GRN,1900,1
J DEER,      ,YLW,1972,1
J DEER,      ,GRN,1984,2
J DEER,      ,GRN,1987,2
J DEER,      ,GRN,1989,1
JAGUAR,      ,WHI,1976,1
JAGUAR,      ,GLD,2002,1
JEEP  ,      ,BLK,2010,1
JEEP  ,      ,RED,2010,1
JEEP  ,      ,GRY,2013,2
JEEP  ,      ,BLU,2014,1
JEEP  ,      ,GRY,2014,1
JEEP  ,      ,SIL,2018,1
KIA   ,      ,SIL,2004,1
KIA   ,      ,BLK,2007,2
KIA   ,      ,BLU,2007,1
KIA   ,      ,GRN,2007,1
KIA   ,      ,WHI,2009,1
KIA   ,      ,BRN,2016,1
KIA   ,      ,SIL,2016,1
KUBOTA,      ,OGE,2024,2
LEXUS ,      ,SIL,2007,2
LEXUS ,      ,BLK,2011,2
LEXUS ,      ,GRY,2011,1
LEXUS ,      ,WHI,2011,1
LEXUS ,      ,WHI,2012,1
LEXUS ,      ,BLU,2013,2
LEXUS ,      ,SIL,2014,1
LEXUS ,      ,WHI,2015,1
LEY   ,      ,BLU,1978,1
LEY   ,      ,BLU,1980,1
LEY   ,      ,BLU,1981,1
M G   ,      ,BLK,1965,1
MACDON,      ,RED,1900,1
MACK  ,      ,WHI,2003,1
MASS F,      ,RED,1983,1
MAZDA ,      ,BLK,2007,1
MAZDA ,      ,RED,2007,1
MAZDA ,      ,SIL,2011,2
MAZDA ,      ,WHI,2014,1
MAZDA ,      ,SIL,2015,1
MAZDA ,      ,RED,2016,1
MAZDA ,      ,WHI,2016,2
MERC B,      ,OGE,1978,1
MERC B,      ,WHI,1981,2
MERC B,      ,BLU,1983,1
MERC B,      ,SIL,1987,1
MERC B,      ,WHI,2007,1
MERC B,      ,SIL,2008,1
MERC B,      ,WHI,2011,1
MITSUB,      ,GLD,1986,1
MITSUB,      ,BLU,1988,1
MITSUB,      ,WHI,1995,1
MITSUB,      ,BLK,2006,1
MITSUB,      ,BLU,2007,1
MITSUB,      ,RED,2007,2
MITSUB,      ,SIL,2011,1
MITSUB,      ,GRN,2012,1
MITSUB,      ,WHI,2012,1
MITSUB,      ,GRY,2014,1
NISSAN,      ,WHI,1984,1
NISSAN,      ,WHI,1988,1
NISSAN,      ,BLU,1989,1
NISSAN,      ,GLD,1998,1
NISSAN,      ,WHI,1999,1
NISSAN,      ,OGE,2002,1
NISSAN,      ,SIL,2002,1
NISSAN,      ,GLD,2007,1
NISSAN,      ,GRY,2007,7
NISSAN,      ,SIL,2007,1
NISSAN,      ,WHI,2008,3
NISSAN,      ,BLK,2009,1
NISSAN,      ,BLU,2014,1
NISSAN,      ,BLK,2015,1
NISSAN,      ,WHI,2016,1
REN   ,      ,WHI,2018,1
RILEY ,      ,BLK,1946,1
SCANIA,      ,RED,1999,1
SUBARU,      ,BRN,1987,1
SUBARU,      ,WHI,2003,1
SUBARU,      ,SIL,2008,3
SUBARU,      ,WHI,2008,1
SUBARU,      ,WHI,2010,1
SUBARU,      ,GRY,2011,2
SUBARU,      ,WHI,2011,1
SUBARU,      ,BLK,2012,2
SUBARU,      ,GRY,2012,1
SUBARU,      ,GRY,2014,1
SUBARU,      ,BLU,2016,2
SUZUKI,      ,BLU,2008,1
SUZUKI,      ,RED,2010,1
SUZUKI,      ,BLU,2011,1
SUZUKI,      ,BLU,2013,2
TOYOTA,      ,YLW,1978,1
TOYOTA,      ,YLW,1979,1
TOYOTA,      ,YLW,1981,1
TOYOTA,      ,WHI,1984,2
TOYOTA,      ,FWN,1985,1
TOYOTA,      ,WHI,1985,1
TOYOTA,      ,CRM,1987,1
TOYOTA,      ,BLU,1988,1
TOYOTA,      ,RED,1988,1
TOYOTA,      ,FWN,1990,1
TOYOTA,      ,GRN,1995,1
TOYOTA,      ,WHI,1997,1
TOYOTA,      ,BLU,2001,1
TOYOTA,      ,SIL,2005,2
TOYOTA,      ,BLK,2007,1
TOYOTA,      ,SIL,2007,2
TOYOTA,      ,WHI,2007,1
TOYOTA,      ,WHI,2008,2
TOYOTA,      ,BLK,2009,1
TOYOTA,      ,GRY,2009,4
TOYOTA,      ,RED,2009,1
TOYOTA,      ,SIL,2009,5
TOYOTA,      ,WHI,2009,2
TOYOTA,      ,BLK,2010,1
TOYOTA,      ,BLU,2010,4
TOYOTA,      ,GLD,2010,1
TOYOTA,      ,OGE,2010,1
TOYOTA,      ,RED,2010,2
TOYOTA,      ,SIL,2010,3
TOYOTA,      ,WHI,2010,1
TOYOTA,      ,BLK,2011,3
TOYOTA,      ,BLU,2011,1
TOYOTA,      ,GRN,2011,1
TOYOTA,      ,GRY,2011,1
TOYOTA,      ,PNK,2011,1
TOYOTA,      ,RED,2011,1
TOYOTA,      ,SIL,2011,2
TOYOTA,      ,BLU,2012,7
TOYOTA,      ,RED,2012,3
TOYOTA,      ,BLK,2013,1
TOYOTA,      ,BLU,2013,1
TOYOTA,      ,GRY,2013,2
TOYOTA,      ,RED,2013,3
TOYOTA,      ,SIL,2013,1
TOYOTA,      ,WHI,2013,3
TOYOTA,      ,BLK,2014,3
TOYOTA,      ,BLU,2014,1
TOYOTA,      ,GRY,2014,1
TOYOTA,      ,OGE,2014,1
TOYOTA,      ,RED,2014,2
TOYOTA,      ,SIL,2014,4
TOYOTA,      ,WHI,2014,2
TOYOTA,      ,BLK,2015,3
TOYOTA,      ,BLU,2015,4
TOYOTA,      ,BRN,2015,2
TOYOTA,      ,GRY,2015,6
TOYOTA,      ,RED,2015,2
TOYOTA,      ,SIL,2015,1
TOYOTA,      ,WHI,2015,9
TOYOTA,      ,BLU,2016,2
TOYOTA,      ,WHI,2016,2
TOYOTA,      ,SIL,2017,1
TOYOTA,      ,WHI,2020,1
VOLKS ,      ,WHI,1962,1
VOLKS ,      ,RED,2010,1
VOLVO ,      ,WHI,1993,1
ZHONGT,      ,WHI,2022,1
MERC B, 5400 ,BLK,2013,1
MERC B, CV308,WHI,2018,1
MERC B, E350 ,GRY,2009,1
B M W , X5   ,GRY,2009,1
TOYOTA,00 2.4,GLD,2003,1
B M W ,00001 ,SIL,1985,1
TOYOTA,00001 ,WHI,1993,1
ISUZU ,00318 ,WHI,1998,1
NISSAN,00651 ,GRN,1993,1
M G   ,00CAR ,WHI,1970,1
SUBARU,00CAR ,WHI,1992,1
MACK  ,00MOVE,WHI,1988,1
MASS F,00PLAN,RED,1962,1
TOYOTA,00RIGI,RED,1992,1
FORD  ,01632 ,BLK,1932,1
HONDA ,03 2.4,BRN,2003,1
HONDA ,03 2.4,SIL,2003,1
HONDA ,05 2.0,OGE,2005,1
MERC B,0500  ,WHI,2002,1
MERC B,050005,WHI,2005,1
MERC B,0500R ,WHI,2024,2
MERC B,0500RF,WHI,2002,1
MERC B,0500RF,WHI,2020,1
MERC B,0500RS,WHI,2024,1
HONDA ,06 3.0,SIL,2006,1
SUBARU,06 3.0,BLK,2005,1
MITSUB,07/201,GRY,2010,1
B M W ,1 SERI,BLK,2007,1
B M W ,1 SERI,WHI,2020,1
B M W ,1 SERI,WHI,2021,1
B M W ,1-SERI,SIL,2007,1
MORRIS,1000  ,CRM,1956,1
DUCATI,1000S ,YLW,2006,1
TOYOTA,100SER,WHI,1993,1
L ROV ,101   ,CRM,1982,1
J DEER,1040  ,GRN,1986,1
FENDT ,1050  ,GRN,2024,1
CARRAR,105F  ,GRY,2020,1
MERC B,108CDI,WHI,2000,1
K T M ,1090  ,BLK,2017,1
K T M ,1090AD,OGE,2017,1
KTM   ,1090R ,WHI,2018,1
DUCATI,1098  ,RED,2008,1
DUCATI,1098S ,RED,2007,1
MERC B,109CDI,WHI,2009,1
MORRIS,1100  ,GRN,1964,1
L BOSS,1100D ,OGE,1900,1
DUCATI,1100S ,BLK,2009,2
HINO  ,1124  ,WHI,2020,1
MERC B,113   ,WHI,2011,1
MERC B,113CDI,WHI,2012,1
MERC B,114 VI,WHI,2018,1
MERC B,114CDI,WHI,2016,2
B M W ,116   ,BLU,2014,1
MERC B,116   ,GRY,2013,1
MERC B,116 VI,WHI,2024,1
B M W ,116I  ,BLK,2012,1
B M W ,116I  ,BLU,2012,4
B M W ,116I  ,SIL,2012,1
B M W ,116I  ,WHI,2012,4
B M W ,116I  ,BLK,2013,1
B M W ,116I  ,RED,2013,2
B M W ,116I  ,WHI,2013,10
B M W ,116I  ,BLK,2014,1
B M W ,116I  ,WHI,2014,1
B M W ,116I  ,BLK,2015,1
MERC B,117   ,RED,2014,2
MERC B,117   ,SIL,2016,1
MERC B,117   ,WHI,2016,2
B M W ,118   ,BLU,2006,1
B M W ,118   ,BLK,2007,2
B M W ,118   ,BLK,2009,1
B M W ,118   ,BLU,2012,1
B M W ,118   ,SIL,2013,1
B M W ,118   ,BLK,2014,1
B M W ,118D  ,GRY,2009,2
B M W ,118D  ,BLK,2010,1
B M W ,118D  ,GRY,2010,1
B M W ,118D  ,SIL,2010,1
B M W ,118D  ,WHI,2010,2
B M W ,118D  ,BLK,2011,2
B M W ,118D  ,SIL,2011,2
B M W ,118D  ,WHI,2011,1
B M W ,118D  ,GRY,2013,1
B M W ,118D  ,SIL,2014,1
B M W ,118D  ,WHI,2014,6
B M W ,118I  ,SIL,2005,3
B M W ,118I  ,BRN,2007,1
B M W ,118I  ,GRY,2007,1
B M W ,118I  ,SIL,2007,1
B M W ,118I  ,BLK,2008,2
B M W ,118I  ,BLU,2008,1
B M W ,118I  ,RED,2008,1
B M W ,118I  ,WHI,2008,2
B M W ,118I  ,BLK,2010,1
B M W ,118I  ,RED,2010,1
B M W ,118I  ,BLK,2011,1
B M W ,118I  ,SIL,2011,1
B M W ,118I  ,WHI,2011,1
B M W ,118I  ,BLK,2012,4
B M W ,118I  ,BLK,2013,1
B M W ,118I  ,GRY,2013,1
B M W ,118I  ,SIL,2013,1
B M W ,118I  ,WHI,2013,2
B M W ,118I  ,BLK,2014,1
B M W ,118I  ,RED,2014,1
B M W ,118I  ,WHI,2014,8
B M W ,118I  ,BLK,2015,1
B M W ,118I  ,RED,2015,1
B M W ,118I  ,BLK,2016,2
B M W ,118I  ,GRY,2017,1
B M W ,118I  ,BLK,2018,1
B M W ,118I  ,GRY,2019,2
B M W ,118I  ,WHI,2019,6
B M W ,118I  ,BLK,2020,1
B M W ,118I  ,RED,2020,1
B M W ,118I  ,WHI,2020,2
B M W ,118I  ,GRY,2021,3
B M W ,118I  ,BLK,2022,2
B M W ,118I  ,GRY,2022,1
B M W ,118I  ,WHI,2022,1
B M W ,118I  ,BLU,2023,2
B M W ,118I  ,GRY,2023,4
B M W ,118I  ,WHI,2023,4
B M W ,118I  ,BLK,2024,8
B M W ,118I  ,BLU,2024,2
B M W ,118I  ,GRY,2024,6
B M W ,118I  ,RED,2024,5
B M W ,118I  ,WHI,2024,1
K T M ,1190AD,BLK,2015,2
K T M ,1190R ,WHI,2013,1
DUCATI,1198SC,BLK,2010,1
DUCATI,1199TR,RED,2012,1
B M W ,120   ,SIL,2006,1
B M W ,120   ,BLK,2008,1
B M W ,120   ,RED,2008,1
B M W ,120   ,WHI,2008,1
B M W ,120   ,BLK,2009,1
B M W ,120   ,GRY,2009,1
B M W ,120   ,SIL,2009,1
B M W ,120   ,BLK,2012,2
B M W ,120   ,BLK,2015,1
B M W ,120   ,WHI,2015,1
HYNDAI,120   ,RED,2014,1
TOYOTA,120 SE,WHI,2004,1
H DAV ,1200X ,BLK,2014,1
H DAV ,1200X ,BLK,2016,1
B M W ,120D  ,BLK,2008,2
B M W ,120I  ,BLU,2004,1
B M W ,120I  ,BLK,2005,1
B M W ,120I  ,BLU,2005,1
B M W ,120I  ,SIL,2005,2
B M W ,120I  ,BLK,2006,1
B M W ,120I  ,WHI,2006,1
B M W ,120I  ,BLK,2007,1
B M W ,120I  ,BLU,2007,1
B M W ,120I  ,BLK,2008,3
B M W ,120I  ,GRY,2008,4
B M W ,120I  ,SIL,2008,1
B M W ,120I  ,WHI,2008,1
B M W ,120I  ,BLK,2009,3
B M W ,120I  ,GRY,2009,4
B M W ,120I  ,SIL,2010,1
B M W ,120I  ,BLK,2011,2
B M W ,120I  ,SIL,2011,1
B M W ,120I  ,BLU,2012,1
B M W ,120I  ,SIL,2012,2
B M W ,120I  ,BLK,2013,2
B M W ,120I  ,SIL,2013,2
B M W ,120I  ,WHI,2014,2
B M W ,120I  ,BLU,2015,1
B M W ,120I  ,WHI,2015,1
B M W ,120I  ,SIL,2016,1
B M W ,120I  ,GRY,2018,1
DATSUN,120Y  ,GRN,1977,1
CHEV  ,121   ,BLK,1957,1
MAZDA ,121   ,SIL,1992,1
MAZDA ,121   ,GRN,1994,1
MAZDA ,121   ,GRN,1995,1
MAZDA ,121   ,GRN,1997,2
MAZDA ,121   ,GRN,1998,1
MAZDA ,121   ,WHI,1998,1
MAZDA ,121   ,GRN,1999,1
MAZDA ,121   ,RED,1999,1
MAZDA ,121   ,WHI,1999,1
MAZDA ,121   ,SIL,2000,1
MAZDA ,121   ,WHI,2000,1
MAZDA ,121   ,BLU,2001,1
MAZDA ,121   ,RED,2001,1
MAZDA ,121   ,BLU,2002,1
MAZDA ,121C  ,GRN,1997,1
MAZDA ,121G96,MRN,1998,2
B M W ,123D  ,SIL,2010,1
B M W ,123D  ,BLU,2011,1
B M W ,123D C,BLK,2010,1
B M W ,123D C,WHI,2013,3
ABARTH,124   ,BLK,2019,1
CATPLR,124   ,YLW,1997,1
SCANIA,124L  ,BLU,2003,1
B M W ,125   ,BLK,2008,1
PISTA ,125   ,WHI,2022,1
B M W ,125I  ,RED,2008,1
B M W ,125I  ,SIL,2008,2
B M W ,125I  ,BLU,2009,1
B M W ,125I  ,GRY,2009,1
B M W ,125I  ,SIL,2009,1
B M W ,125I  ,SIL,2010,2
B M W ,125I  ,WHI,2010,2
B M W ,125I  ,BLK,2012,1
B M W ,125I  ,WHI,2013,7
B M W ,125I  ,SIL,2014,1
B M W ,125I  ,OGE,2015,1
B M W ,125I  ,WHI,2015,2
B M W ,125I  ,BLK,2016,2
B M W ,125I  ,WHI,2016,2
B M W ,125I  ,BLU,2017,1
B M W ,125I  ,GRY,2017,1
B M W ,125I  ,SIL,2017,2
B M W ,125I  ,BLU,2018,1
B M W ,125I  ,GRY,2019,1
B M W ,125I  ,RED,2019,1
B M W ,125I  ,WHI,2019,1
B M W ,125I C,BLK,2008,1
K T M ,125SX ,OGE,2019,1
B M W ,128TI ,BLK,2021,2
B M W ,128TI ,WHI,2021,1
B M W ,128TI ,GRY,2024,4
B M W ,128TI ,WHI,2024,1
K T M ,1290 A,WHI,2017,1
K T M ,1290 S,OGE,2022,1
K T M ,1290 S,BLK,2023,3
K T M ,1290 S,WHI,2023,1
K T M ,1290AD,OGE,2022,1
K T M ,1290S ,WHI,2016,1
K T M ,1290SD,BLK,2015,1
K T M ,1290SD,WHI,2020,1
K T M ,1290SD,BLK,2023,1
K T M ,1290SD,OGE,2023,2
K T M ,1290SD,SIL,2023,1
KTM   ,1290SD,WHI,2018,1
CASE  ,1294  ,WHI,1984,1
DUCATI,1299 R,RED,2018,1
DUCATI,1299FE,RED,2018,1
CATPLR,12H   ,YLW,2005,1
B M W ,130   ,BLK,2007,1
HYNDAI,130   ,BLU,2008,1
HYNDAI,130   ,WHI,2014,1
HYNDAI,130   ,GRY,2024,1
B M W ,130I  ,SIL,2005,1
B M W ,135   ,WHI,2008,2
B M W ,135   ,BLK,2009,1
MASS F,135   ,RED,1971,1
B M W ,135I  ,BLK,2009,3
B M W ,135I  ,RED,2009,1
B M W ,135I  ,SIL,2010,1
B M W ,135I  ,BLK,2012,1
B M W ,135I  ,BLK,2019,1
B M W ,135I C,SIL,2008,1
B M W ,135I C,WHI,2008,1
K T M ,1390 D,BLK,2024,1
K T M ,1390 S,OGE,2023,1
K T M ,1390SD,BLK,2024,2
CATPLR,140   ,YLW,2024,1
CATPLR,140 14,YLW,1900,1
CATPLR,140 15,YLW,1900,1
KAWASA,1400GT,GRN,2007,1
CATPLR,140H  ,YLW,2003,1
KAWASA,140L  ,GRN,2010,1
MERC B,1422  ,WHI,1986,1
HINO  ,1426  ,YLW,2016,1
MITSUB,1427  ,WHI,2015,1
ALFA R,147   ,RED,2002,1
ALFA R,147   ,BLU,2006,1
ALFA R,147   ,BLK,2008,1
ALFA R,147   ,SIL,2008,1
MASS F,148   ,RED,2024,1
BOLWEL,150   ,GRY,2003,1
CATPLR,150   ,YLW,2020,1
CATPLR,150   ,YLW,2023,1
K T M ,150 EX,OGE,2023,2
CFMOTO,150 NK,WHI,2019,1
DODGE ,1500  ,BLU,2022,1
RAM   ,1500  ,BLU,2018,1
RAM   ,1500  ,BLK,2019,1
RAM   ,1500  ,SIL,2019,1
RAM   ,1500  ,WHI,2019,1
RAM   ,1500  ,BLK,2020,2
RAM   ,1500  ,GRY,2020,3
RAM   ,1500  ,WHI,2020,3
RAM   ,1500  ,BLK,2021,1
RAM   ,1500  ,GRY,2021,2
RAM   ,1500  ,SIL,2021,1
RAM   ,1500  ,WHI,2021,2
RAM   ,1500  ,BLK,2022,2
RAM   ,1500  ,GRY,2022,1
RAM   ,1500  ,WHI,2022,2
RAM   ,1500  ,GRY,2023,2
RAM   ,1500  ,WHI,2023,1
RAM   ,1500  ,BLK,2024,3
RAM   ,1500  ,BLU,2024,1
RAM   ,1500  ,SIL,2024,1
RAM   ,1500  ,WHI,2024,2
RAM   ,1500 B,GRY,2023,1
RAM   ,1500 B,SIL,2023,1
RAM   ,1500 B,GRY,2024,1
RAM   ,1500 B,SIL,2024,1
RAM   ,1500 B,WHI,2024,1
DODGE ,1500 E,BLU,2022,1
RAM   ,1500 E,WHI,2019,1
RAM   ,1500 E,BLK,2020,4
RAM   ,1500 E,WHI,2020,2
RAM   ,1500 E,GRY,2021,3
RAM   ,1500 E,GRY,2022,1
RAM   ,1500 E,BLK,2023,1
RAM   ,1500 L,GRY,2019,1
RAM   ,1500 L,BLK,2021,4
RAM   ,1500 L,WHI,2021,1
RAM   ,1500 L,BLK,2022,2
RAM   ,1500 L,GRY,2022,1
RAM   ,1500 L,BLK,2023,6
RAM   ,1500 L,BLU,2023,2
RAM   ,1500 L,GRY,2023,1
RAM   ,1500 L,SIL,2023,1
RAM   ,1500 L,WHI,2023,2
RAM   ,1500 L,BLK,2024,6
RAM   ,1500 L,BLU,2024,2
RAM   ,1500 L,GRY,2024,6
RAM   ,1500 L,RED,2024,1
RAM   ,1500 L,SIL,2024,2
RAM   ,1500 L,WHI,2024,7
RAM   ,1500 T,BLU,2023,1
RAM   ,1500 T,BLU,2024,2
RAM   ,1500 T,OGE,2024,3
RAM   ,1500 T,RED,2024,3
RAM   ,1500DS,BLK,2023,1
RAM   ,1500DT,WHI,2023,1
RAM   ,1500TR,GRY,2023,1
CATPLR,150AWD,YLW,2020,1
K T M ,150EXC,OGE,1900,2
K T M ,150EXC,OGE,2022,1
K T M ,150EXC,OGE,2023,1
CATPLR,150M  ,YLW,2022,1
CFMOTO,150NK ,BLK,2022,2
CFMOTO,150NK ,AQU,2023,1
CFMOTO,150NK ,BLK,2023,1
CFMOTO,150NK ,BLU,2023,1
CFMOTO,150NK ,WHI,2023,1
CFMOTO,150NKL,GRY,2023,1
KYMCO ,150R  ,GRY,2020,1
ALFA R,156   ,WHI,1999,1
ALFA R,156   ,RED,2001,1
ALFA R,156   ,RED,2003,1
MERC B,156   ,RED,2016,1
FORD  ,15729 ,RED,1989,1
J DEER,157S  ,GRN,2024,1
J DEER,1580  ,GRN,1900,1
J DEER,1580  ,GRN,2024,1
ALFA R,159   ,RED,2007,1
ALFA R,159   ,RED,2008,1
ALFA R,159   ,BLK,2010,1
ALFA R,159   ,RED,2010,1
ALFA R,159   ,RED,2011,1
ALFA R,159   ,RED,2012,1
ALFA R,159 SE,GRY,2010,1
MITSUB,15MY A,GRY,2015,2
MITSUB,15MY A,SIL,2016,1
M G   ,15S4C5,WHI,2024,1
CASE  ,1620  ,RED,1989,1
FUSO  ,1627  ,WHI,2017,1
HINO  ,1628  ,WHI,2016,1
MERC B,1628  ,WHI,2008,1
MERC B,16300A,BLU,2000,1
MERC B,16398A,BLU,2000,1
MERC B,16406A,SIL,2007,1
TOYOTA,1652 4,SIL,2006,1
MERC B,166   ,BRN,2016,1
MASS F,1660  ,RED,2012,1
MERC B,16612 ,RED,2013,1
MERC B,16614 ,SIL,2016,1
ALFA R,16699A,GRY,2000,1
FORD  ,17531 ,BLU,2006,2
MERC B,176 A ,GRN,2016,1
MERC B,17612 ,BLK,2014,1
MERC B,17612 ,BLU,2017,1
MERC B,17718 ,GRY,2019,2
MERC B,17718 ,WHI,2019,1
M A N ,18.   ,WHI,1996,1
MERC B,180E  ,WHI,1992,1
M A N ,18360 ,WHI,2007,1
INTERN,1850D ,YLW,1988,1
FORD  ,18533 ,GRY,2006,1
FORD  ,18732 ,RED,1996,1
FORD  ,18735 ,SIL,2008,1
MERC B,190   ,WHI,2016,1
MERC B,190   ,GRN,2017,1
MERC B,190E  ,MRN,1985,1
MERC B,190E  ,WHI,1985,1
MERC B,190E  ,MRN,1987,1
MERC B,190E  ,PUR,1991,1
FORD  ,19741 ,SIL,2008,1
HOLDEN,1982  ,YLW,1982,1
DUCATI,1A20  ,RED,2021,1
B M W ,1I    ,BLK,2018,4
B M W ,1M    ,WHI,2012,1
LEXUS ,1S200 ,SIL,2000,2
LEXUS ,1S200 ,SIL,2002,2
LEXUS ,1S300 ,SIL,2003,1
B M W ,1S32  ,WHI,2018,1
B M W ,1SER11,BLK,2012,2
B M W ,1SER11,SIL,2012,1
B M W ,1SER14,WHI,2016,1
B M W ,1SER14,BLK,2019,1
B M W ,1SER14,OGE,2019,1
B M W ,1SERIE,GRY,2017,1
B M W ,1SERIE,BLU,2018,1
MAZDA ,2     ,OGE,2002,1
MAZDA ,2     ,SIL,2002,1
MAZDA ,2     ,BLU,2003,1
MAZDA ,2     ,GRN,2003,1
MAZDA ,2     ,SIL,2003,4
MAZDA ,2     ,YLW,2003,1
MAZDA ,2     ,BLU,2004,3
MAZDA ,2     ,OGE,2004,1
MAZDA ,2     ,BLU,2005,5
MAZDA ,2     ,RED,2005,1
MAZDA ,2     ,SIL,2005,6
MAZDA ,2     ,BLK,2006,3
MAZDA ,2     ,BLU,2006,1
MAZDA ,2     ,GRY,2006,5
MAZDA ,2     ,RED,2006,1
MAZDA ,2     ,SIL,2006,3
MAZDA ,2     ,YLW,2006,1
MAZDA ,2     ,BLK,2007,2
MAZDA ,2     ,BLU,2007,1
MAZDA ,2     ,GLD,2007,1
MAZDA ,2     ,GRN,2007,5
MAZDA ,2     ,GRY,2007,3
MAZDA ,2     ,PUR,2007,1
MAZDA ,2     ,RED,2007,2
MAZDA ,2     ,SIL,2007,3
MAZDA ,2     ,WHI,2007,3
MAZDA ,2     ,BLK,2008,3
MAZDA ,2     ,GRN,2008,11
MAZDA ,2     ,GRY,2008,8
MAZDA ,2     ,MRN,2008,1
MAZDA ,2     ,RED,2008,6
MAZDA ,2     ,SIL,2008,14
MAZDA ,2     ,WHI,2008,3
MAZDA ,2     ,BLK,2009,3
MAZDA ,2     ,BLU,2009,2
MAZDA ,2     ,GRN,2009,5
MAZDA ,2     ,GRY,2009,7
