CD_MAKE_VEH,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL
HAVAL ,H6    ,BLU,2024,3
HAVAL ,H6    ,GRN,2024,4
HAVAL ,H6    ,GRY,2024,41
HAVAL ,H6    ,RED,2024,7
HAVAL ,H6    ,WHI,2024,47
HAVAL ,H6 GT ,BLK,2024,8
HAVAL ,H6 GT ,BLU,2024,5
HAVAL ,H6 GT ,GRY,2024,5
HAVAL ,H6 GT ,MRN,2024,1
HAVAL ,H6 GT ,RED,2024,1
HAVAL ,H6 GT ,WHI,2024,10
HAVAL ,H6 HYB,BLK,2024,1
HAVAL ,H6 HYB,GRY,2024,2
HAVAL ,H6 HYB,WHI,2024,2
HAVAL ,H6 LUX,BLK,2024,2
HAVAL ,H6 LUX,GRY,2024,2
HAVAL ,H6 LUX,WHI,2024,3
HAVAL ,H6 ULT,BLU,2024,1
HAVAL ,H6 ULT,GRN,2024,1
HAVAL ,H6 ULT,GRY,2024,1
HAVAL ,H6 ULT,MRN,2024,1
HAVAL ,H6 ULT,WHI,2024,1
HAVAL ,H6GT  ,BLK,2024,3
HAVAL ,H6GT  ,GRY,2024,3
HAVAL ,H6GT  ,WHI,2024,2
HAVAL ,H6GT U,WHI,2024,1
HAVAL ,JOLION,BLK,2024,63
HAVAL ,JOLION,BLU,2024,32
HAVAL ,JOLION,GRY,2024,60
HAVAL ,JOLION,RED,2024,22
HAVAL ,JOLION,WHI,2024,80
HAVAL ,ORA  4,RED,2024,1
HAVAL ,ORA 48,WHI,2024,1
HAVAL ,TANK H,GRY,2023,1
HAVAL ,WAGON ,WHI,2024,1
HELI  ,CPD35 ,RED,2023,1
HINO  ,      ,WHI,2024,1
HINO  ,300   ,WHI,2023,1
HINO  ,300   ,WHI,2024,10
HINO  ,300 61,BLK,2024,1
HINO  ,300 61,WHI,2023,1
HINO  ,300 61,WHI,2024,5
HINO  ,300 61,YLW,2023,1
HINO  ,300 71,WHI,2024,3
HINO  ,300 92,BLU,2023,1
HINO  ,300 92,WHI,2024,1
HINO  ,500   ,OGE,2024,1
HINO  ,500   ,WHI,2023,5
HINO  ,500   ,WHI,2024,7
HINO  ,500 FC,BLU,2024,1
HINO  ,500 FC,WHI,2024,3
HINO  ,500 FD,WHI,2024,2
HINO  ,500 FE,WHI,2023,1
HINO  ,500 FE,WHI,2024,5
HINO  ,500 FG,WHI,2024,4
HINO  ,500 FL,WHI,2023,1
HINO  ,500 FL,WHI,2024,1
HINO  ,500 FM,WHI,2024,2
HINO  ,500 GH,WHI,2023,1
HINO  ,500 GT,WHI,2023,2
HINO  ,616   ,WHI,2024,1
HINO  ,616 ST,WHI,2024,1
HINO  ,616 TR,WHI,2024,1
HINO  ,700 FS,WHI,2023,1
HINO  ,700 FS,WHI,2024,1
HINO  ,716 AM,WHI,2023,1
HINO  ,721   ,WHI,2024,1
HINO  ,FC 112,WHI,2024,1
HINO  ,FD 112,WHI,2023,1
HINO  ,FDSER ,WHI,2024,1
HINO  ,FE    ,WHI,2023,1
HINO  ,FE    ,WHI,2024,1
HINO  ,FE 142,WHI,2024,1
HINO  ,FG    ,WHI,2024,1
HINO  ,FG1628,WHI,2024,1
HINO  ,FL 262,WHI,2024,2
HINO  ,FL 500,WHI,2024,1
HINO  ,FM 262,GRN,2023,1
HINO  ,GH 183,WHI,2024,1
HINO  ,GH1828,WHI,2024,1
HINO  ,XZV60S,WHI,2024,1
HOLAND,T6020 ,BLU,2023,1
HOLDEN,SILVER,GRY,2024,1
HONDA ,5X5700,RED,2024,1
HONDA ,ACCORD,BLK,2024,2
HONDA ,ACCORD,GRY,2023,1
HONDA ,ACCORD,WHI,2023,1
HONDA ,CB125F,RED,2024,1
HONDA ,CB125L,RED,2024,2
HONDA ,CB500 ,RED,2023,1
HONDA ,CB500X,BLK,2023,1
HONDA ,CB500X,GRN,2023,2
HONDA ,CB650R,BLK,2023,1
HONDA ,CBF125,BLK,2024,4
HONDA ,CBR100,RED,2024,1
HONDA ,CBR50R,RED,2023,1
HONDA ,CIVIC ,BLK,2024,4
HONDA ,CIVIC ,BLU,2024,1
HONDA ,CIVIC ,GRY,2024,1
HONDA ,CIVIC ,RED,2023,1
HONDA ,CIVIC ,RED,2024,3
HONDA ,CIVIC ,WHI,2024,12
HONDA ,CL500 ,BLK,2024,1
HONDA ,CL500 ,GRN,2023,1
HONDA ,CMX500,BLK,2024,14
HONDA ,CMX500,GRN,2024,2
HONDA ,CRF 11,BLU,2023,1
HONDA ,CRF 11,WHI,2023,1
HONDA ,CRF110,RED,2023,1
HONDA ,CRF110,WHI,2023,3
HONDA ,CRF110,WHI,2024,2
HONDA ,CRF250,RED,2024,2
HONDA ,CRF300,RED,2023,2
HONDA ,CRF300,RED,2024,4
HONDA ,CRF450,RED,2024,4
HONDA ,CRV   ,BLK,2023,1
HONDA ,CRV   ,BLK,2024,8
HONDA ,CRV   ,BLU,2023,1
HONDA ,CRV   ,BLU,2024,19
HONDA ,CRV   ,GRY,2023,1
HONDA ,CRV   ,GRY,2024,29
HONDA ,CRV   ,RED,2023,1
HONDA ,CRV   ,RED,2024,11
HONDA ,CRV   ,SIL,2023,2
HONDA ,CRV   ,SIL,2024,8
HONDA ,CRV   ,WHI,2023,3
HONDA ,CRV   ,WHI,2024,20
HONDA ,CRV VT,BLU,2024,1
HONDA ,CRV VT,GRY,2024,3
HONDA ,CRV VT,RED,2023,1
HONDA ,CRV VT,WHI,2023,1
HONDA ,CRV VT,WHI,2024,2
HONDA ,GB350R,BLU,2024,1
HONDA ,HONDA ,WHI,2024,1
HONDA ,HORNET,WHI,2024,1
HONDA ,HRV   ,BLK,2023,2
HONDA ,HRV   ,BLK,2024,5
HONDA ,HRV   ,GRY,2024,11
HONDA ,HRV   ,RED,2024,12
HONDA ,HRV   ,SIL,2024,4
HONDA ,HRV   ,WHI,2023,5
HONDA ,HRV   ,WHI,2024,13
HONDA ,HRV EH,GRY,2024,2
HONDA ,HRV EH,RED,2024,1
HONDA ,HRV EH,WHI,2024,1
HONDA ,JK29  ,RED,2024,1
HONDA ,NAVI 1,GRN,2024,1
HONDA ,NBOX  ,GRY,2024,1
HONDA ,NSC110,BLU,2024,1
HONDA ,NSC110,RED,2024,4
HONDA ,NSC110,WHI,2023,1
HONDA ,NSC110,WHI,2024,1
HONDA ,NT 110,GRY,2023,1
HONDA ,NT1100,BLK,2023,1
HONDA ,NT1100,GRY,2023,1
HONDA ,NVA110,GRN,2024,3
HONDA ,NVA110,PNK,2024,1
HONDA ,NVA110,RED,2024,3
HONDA ,NVA110,WHI,2024,4
HONDA ,SXS 10,RED,2024,1
HONDA ,SXS100,RED,2024,1
HONDA ,SXS700,RED,2024,1
HONDA ,XL750 ,BLK,2024,1
HONDA ,XL750 ,GRY,2024,1
HONDA ,XL750 ,WHI,2024,1
HONDA ,XL750P,GRY,2024,1
HONDA ,XL750P,WHI,2024,2
HONDA ,XL750V,BLK,2024,1
HONDA ,ZRV   ,BLK,2023,1
HONDA ,ZRV   ,BLK,2024,8
HONDA ,ZRV   ,BLU,2024,5
HONDA ,ZRV   ,GRY,2024,12
HONDA ,ZRV   ,RED,2024,7
HONDA ,ZRV   ,WHI,2024,15
HONDA ,ZRV HE,BLU,2024,1
HONDA ,ZRV HY,GRY,2024,1
HONDA ,ZRV V ,GRY,2024,1
HONDA ,ZRV V ,RED,2024,1
HONDA ,ZRV VT,BLK,2023,1
HONDA ,ZRV VT,BLK,2024,1
HONDA ,ZRV VT,GRY,2024,1
HONDA ,ZRV VT,WHI,2024,1
HSQVRN,FE250 ,WHI,2024,1
HSQVRN,FE350 ,GRY,2024,2
HSQVRN,FE350 ,WHI,2024,3
HSQVRN,FE450 ,WHI,2023,1
HSQVRN,FE450 ,WHI,2024,1
HSQVRN,FE501 ,WHI,2023,5
HSQVRN,FE501 ,WHI,2024,1
HSQVRN,NORDEN,BLU,2023,2
HSQVRN,NORDEN,WHI,2023,2
HSQVRN,SP401 ,BLK,2023,1
HSQVRN,SP401 ,BLK,2024,1
HSQVRN,SVARTP,BLK,2023,3
HSQVRN,SVARTP,GRY,2024,2
HSQVRN,TE250 ,WHI,2023,1
HSQVRN,TE300 ,GRY,2024,1
HSQVRN,TE300 ,WHI,2023,3
HSQVRN,TE300 ,WHI,2024,2
HSQVRN,TE300I,WHI,2023,1
HSQVRN,VP401 ,BLK,2023,1
HSQVRN,VPILEN,WHI,2023,1
HYNDAI,HL940 ,YLW,2024,1
HYNDAI,I20   ,WHI,2024,3
HYNDAI,I30   ,BLK,2023,2
HYNDAI,I30   ,BLK,2024,16
HYNDAI,I30   ,BLU,2024,31
HYNDAI,I30   ,GRY,2023,1
HYNDAI,I30   ,GRY,2024,82
HYNDAI,I30   ,RED,2024,14
HYNDAI,I30   ,SIL,2024,9
HYNDAI,I30   ,WHI,2024,88
HYNDAI,I30 EL,RED,2024,1
HYNDAI,I30 EL,SIL,2024,1
HYNDAI,I30 EL,WHI,2024,1
HYNDAI,I30 HA,WHI,2024,3
HYNDAI,I30 HE,WHI,2024,3
HYNDAI,I30 N ,BLK,2024,2
HYNDAI,I30 N ,BLU,2024,7
HYNDAI,I30 N ,GRN,2024,1
HYNDAI,I30 N ,GRY,2024,6
HYNDAI,I30 N ,RED,2024,1
HYNDAI,I30 N ,SIL,2024,2
HYNDAI,I30 N ,WHI,2024,12
HYNDAI,I30 SE,BLU,2024,2
HYNDAI,I30 SE,GRY,2024,2
HYNDAI,I30 SE,WHI,2024,2
HYNDAI,I30N  ,BLK,2024,1
HYNDAI,I30N  ,BLU,2024,1
HYNDAI,IONIQ ,BLK,2024,3
HYNDAI,IONIQ ,BLU,2024,4
HYNDAI,IONIQ ,GLD,2024,2
HYNDAI,IONIQ ,GRN,2024,4
HYNDAI,IONIQ ,GRY,2023,1
HYNDAI,IONIQ ,GRY,2024,2
HYNDAI,IONIQ ,RED,2023,1
HYNDAI,IONIQ ,RED,2024,1
HYNDAI,IONIQ ,WHI,2024,7
HYNDAI,IONIQ5,OGE,2024,1
HYNDAI,KONA  ,BLK,2024,20
HYNDAI,KONA  ,BLU,2024,30
HYNDAI,KONA  ,GRN,2024,61
HYNDAI,KONA  ,GRY,2024,78
HYNDAI,KONA  ,OGE,2024,2
HYNDAI,KONA  ,RED,2023,1
HYNDAI,KONA  ,RED,2024,38
HYNDAI,KONA  ,WHI,2023,1
HYNDAI,KONA  ,WHI,2024,144
HYNDAI,KONA  ,YLW,2024,7
HYNDAI,KONA E,BLU,2024,1
HYNDAI,KONA E,WHI,2024,2
HYNDAI,KONA H,BLU,2024,1
HYNDAI,KONA H,GRN,2024,3
HYNDAI,KONA H,GRY,2024,1
HYNDAI,KONA H,OGE,2024,1
HYNDAI,KONA H,WHI,2024,7
HYNDAI,KONA N,GRY,2024,2
HYNDAI,KONA N,RED,2024,1
HYNDAI,KONA P,BLU,2024,3
HYNDAI,KONA P,GRN,2024,3
HYNDAI,KONA P,GRY,2024,2
HYNDAI,KONA P,RED,2024,3
HYNDAI,KONA P,WHI,2024,4
HYNDAI,KONA P,YLW,2024,1
HYNDAI,KONA S,BLK,2024,1
HYNDAI,KONA S,BLU,2024,1
HYNDAI,KONA S,GRY,2024,1
HYNDAI,KONA S,RED,2024,4
HYNDAI,KONA S,WHI,2024,2
HYNDAI,MIGHTY,WHI,2024,1
HYNDAI,PALISA,BLK,2024,18
HYNDAI,PALISA,BLU,2024,7
HYNDAI,PALISA,GRY,2023,2
HYNDAI,PALISA,GRY,2024,11
HYNDAI,PALISA,MRN,2024,1
HYNDAI,PALISA,SIL,2024,1
HYNDAI,PALISA,WHI,2023,1
HYNDAI,PALISA,WHI,2024,19
HYNDAI,SANTA ,BLK,2024,16
HYNDAI,SANTA ,BLU,2024,9
HYNDAI,SANTA ,BRN,2024,11
HYNDAI,SANTA ,BRZ,2024,12
HYNDAI,SANTA ,CRM,2024,1
HYNDAI,SANTA ,GRN,2024,12
HYNDAI,SANTA ,GRY,2023,1
HYNDAI,SANTA ,GRY,2024,19
HYNDAI,SANTA ,OGE,2024,4
HYNDAI,SANTA ,SIL,2023,4
HYNDAI,SANTA ,SIL,2024,14
HYNDAI,SANTA ,WHI,2023,3
HYNDAI,SANTA ,WHI,2024,28
HYNDAI,SANTE ,BLK,2024,1
HYNDAI,SANTE ,GRN,2024,1
HYNDAI,SANTE ,GRY,2024,1
HYNDAI,SANTE ,WHI,2024,1
HYNDAI,SONATA,BLK,2024,4
HYNDAI,SONATA,BLU,2024,2
HYNDAI,SONATA,GRY,2024,4
HYNDAI,SONATA,SIL,2024,2
HYNDAI,SONATA,WHI,2024,2
HYNDAI,STARIA,BLK,2023,1
HYNDAI,STARIA,BLK,2024,4
HYNDAI,STARIA,BLU,2024,5
HYNDAI,STARIA,GRY,2024,3
HYNDAI,STARIA,SIL,2024,9
HYNDAI,STARIA,WHI,2023,3
HYNDAI,STARIA,WHI,2024,109
HYNDAI,TUCSON,BLK,2024,19
HYNDAI,TUCSON,BLU,2024,26
HYNDAI,TUCSON,BRZ,2024,7
HYNDAI,TUCSON,GRN,2024,19
HYNDAI,TUCSON,GRY,2023,2
HYNDAI,TUCSON,GRY,2024,168
HYNDAI,TUCSON,RED,2024,14
HYNDAI,TUCSON,SIL,2023,2
HYNDAI,TUCSON,SIL,2024,23
HYNDAI,TUCSON,TUR,2024,1
HYNDAI,TUCSON,WHI,2023,5
HYNDAI,TUCSON,WHI,2024,149
HYNDAI,TUSCON,GRN,2024,1
HYNDAI,TUSCON,GRY,2024,2
HYNDAI,TUSCON,SIL,2024,1
HYNDAI,TUSCON,WHI,2024,2
HYNDAI,VENNUE,WHI,2024,1
HYNDAI,VENUE ,BLK,2024,2
HYNDAI,VENUE ,BLU,2024,36
HYNDAI,VENUE ,GRY,2024,14
HYNDAI,VENUE ,RED,2024,12
HYNDAI,VENUE ,SIL,2024,11
HYNDAI,VENUE ,WHI,2024,108
HYNDAI,WAGON ,GRY,2024,1
HYNDAI,WHITE ,WHI,2024,1
HYSTER,J2.5UT,YLW,2024,1
INDCON,SORENT,WHI,2024,1
INDIAN,BOBBER,BLK,2023,1
INDIAN,CHIEF ,BLK,2023,1
INDIAN,CHIEF ,BLU,2024,1
INDIAN,CHIEF ,GRY,2023,1
INDIAN,ROADMA,BLK,2024,1
INDIAN,ROADMA,BRZ,2023,1
INDIAN,SCOUT ,BLK,2023,1
INDIAN,SCOUT ,MRN,2023,1
INDIAN,SCOUT ,RED,2023,2
INEOS ,GRENAD,BEI,2023,1
INEOS ,GRENAD,BEI,2024,2
INEOS ,GRENAD,GRN,2024,2
INEOS ,GRENAD,GRY,2024,3
INEOS ,GRENAD,SIL,2024,2
INEOS ,GRENAD,WHI,2023,1
INEOS ,GRENAD,WHI,2024,4
INEOS ,QUATER,BLK,2024,1
ISUZU ,      ,GRY,2024,1
ISUZU ,D MAX ,BLK,2024,3
ISUZU ,D MAX ,GRN,2024,1
ISUZU ,D MAX ,GRY,2023,1
ISUZU ,D MAX ,GRY,2024,6
ISUZU ,D MAX ,OGE,2024,1
ISUZU ,D MAX ,RED,2024,1
ISUZU ,D MAX ,SIL,2023,1
ISUZU ,D MAX ,SIL,2024,5
ISUZU ,D MAX ,WHI,2023,6
ISUZU ,D MAX ,WHI,2024,23
ISUZU ,DMAX  ,BLK,2023,1
ISUZU ,DMAX  ,BLK,2024,12
ISUZU ,DMAX  ,BLU,2024,17
ISUZU ,DMAX  ,GRY,2023,1
ISUZU ,DMAX  ,GRY,2024,52
ISUZU ,DMAX  ,OGE,2024,19
ISUZU ,DMAX  ,RED,2024,4
ISUZU ,DMAX  ,SIL,2023,3
ISUZU ,DMAX  ,SIL,2024,29
ISUZU ,DMAX  ,WHI,2023,27
ISUZU ,DMAX  ,WHI,2024,172
ISUZU ,DMAX L,GRY,2024,2
ISUZU ,DMAX L,SIL,2024,1
ISUZU ,DMAX L,WHI,2024,5
ISUZU ,DMAX S,BLU,2024,1
ISUZU ,DMAX S,GRY,2024,3
ISUZU ,DMAX S,SIL,2024,2
ISUZU ,DMAX S,WHI,2023,1
ISUZU ,DMAX S,WHI,2024,22
ISUZU ,DMAX X,BLK,2024,4
ISUZU ,DMAX X,BLU,2024,3
ISUZU ,DMAX X,GRY,2024,3
ISUZU ,DMAX X,OGE,2024,4
ISUZU ,DMAX X,RED,2024,1
ISUZU ,DMAX X,SIL,2024,7
ISUZU ,DMAX X,WHI,2024,5
ISUZU ,DMAXX ,BLK,2024,1
ISUZU ,DMAXX ,WHI,2024,1
ISUZU ,FH FYH,WHI,2024,1
ISUZU ,FRD   ,WHI,2024,5
ISUZU ,FRD 11,WHI,2024,4
ISUZU ,FRD110,WHI,2024,1
ISUZU ,FRR   ,OGE,2024,1
ISUZU ,FRR   ,WHI,2023,2
ISUZU ,FRR   ,WHI,2024,5
ISUZU ,FRR 11,BLU,2024,1
ISUZU ,FRR 11,WHI,2023,3
ISUZU ,FRR 11,WHI,2024,9
ISUZU ,FRR110,WHI,2023,1
ISUZU ,FSD   ,WHI,2023,3
ISUZU ,FSD   ,WHI,2024,4
ISUZU ,FSD 12,WHI,2023,1
ISUZU ,FSD 14,WHI,2024,2
ISUZU ,FSR   ,GRN,2023,1
ISUZU ,FSR   ,WHI,2023,4
ISUZU ,FSR   ,WHI,2024,10
ISUZU ,FSR 14,WHI,2024,7
ISUZU ,FSR140,GRN,2024,1
ISUZU ,FTS   ,WHI,2023,1
ISUZU ,FVD   ,WHI,2023,1
ISUZU ,FVD   ,WHI,2024,3
ISUZU ,FVD 16,WHI,2024,1
ISUZU ,FVL   ,WHI,2023,2
ISUZU ,FVL   ,WHI,2024,3
ISUZU ,FVL 24,WHI,2023,1
ISUZU ,FVL240,WHI,2024,4
ISUZU ,FVR   ,WHI,2024,1
ISUZU ,FVY   ,WHI,2023,2
ISUZU ,FVY 24,WHI,2024,2
ISUZU ,FVZ   ,WHI,2023,1
ISUZU ,FVZ   ,WHI,2024,2
ISUZU ,FXD   ,WHI,2023,1
ISUZU ,FXY   ,WHI,2023,1
ISUZU ,FXY   ,WHI,2024,8
ISUZU ,FXY 24,WHI,2024,2
ISUZU ,FXZ 24,WHI,2023,2
ISUZU ,FYH   ,RED,2024,1
ISUZU ,FYJ   ,WHI,2024,2
ISUZU ,FYJ 30,WHI,2023,1
ISUZU ,FYJ 30,WHI,2024,3
ISUZU ,MU X  ,BLU,2024,2
ISUZU ,MU X  ,GRY,2024,4
ISUZU ,MU X  ,SIL,2024,2
ISUZU ,MU X  ,WHI,2024,10
ISUZU ,MUX   ,BLK,2024,13
ISUZU ,MUX   ,BLU,2024,29
ISUZU ,MUX   ,GRN,2024,1
ISUZU ,MUX   ,GRY,2024,36
ISUZU ,MUX   ,RED,2023,1
ISUZU ,MUX   ,RED,2024,7
ISUZU ,MUX   ,SIL,2024,34
ISUZU ,MUX   ,WHI,2024,68
ISUZU ,MUX LS,BLK,2024,1
ISUZU ,MUX LS,BLU,2024,5
ISUZU ,MUX LS,GRY,2023,1
ISUZU ,MUX LS,GRY,2024,5
ISUZU ,MUX LS,RED,2024,1
ISUZU ,MUX LS,SIL,2023,1
ISUZU ,MUX LS,SIL,2024,8
ISUZU ,MUX LS,WHI,2024,25
ISUZU ,NH NNR,WHI,2024,1
ISUZU ,NH NP ,BRN,2023,1
ISUZU ,NH-NLR,WHI,2024,1
ISUZU ,NLR   ,WHI,2024,24
ISUZU ,NLR 45,SIL,2024,1
ISUZU ,NLR 45,WHI,2023,14
ISUZU ,NLR 45,WHI,2024,27
ISUZU ,NLR45 ,WHI,2024,2
ISUZU ,NLS 45,WHI,2024,1
ISUZU ,NMR   ,WHI,2024,3
ISUZU ,NMR 45,WHI,2023,1
ISUZU ,NMR 45,WHI,2024,6
ISUZU ,NMR 60,WHI,2023,1
ISUZU ,NMR 60,WHI,2024,3
ISUZU ,NNR   ,WHI,2023,2
ISUZU ,NNR   ,WHI,2024,6
ISUZU ,NNR 45,WHI,2023,2
ISUZU ,NNR 45,WHI,2024,11
ISUZU ,NNR 65,WHI,2024,2
ISUZU ,NNR45 ,WHI,2024,2
ISUZU ,NPR   ,SIL,2024,1
ISUZU ,NPR   ,WHI,2023,1
ISUZU ,NPR   ,WHI,2024,10
ISUZU ,NPR 45,SIL,2024,3
ISUZU ,NPR 45,WHI,2023,1
ISUZU ,NPR 45,WHI,2024,3
ISUZU ,NPR 55,WHI,2024,1
ISUZU ,NPR 65,WHI,2023,1
ISUZU ,NPR 65,WHI,2024,2
ISUZU ,NPR45 ,WHI,2024,1
ISUZU ,NPS   ,BEI,2024,1
ISUZU ,NPS   ,GRY,2023,1
ISUZU ,NPS   ,GRY,2024,1
ISUZU ,NPS   ,WHI,2023,1
ISUZU ,NPS 75,GRY,2024,1
ISUZU ,NPS 75,WHI,2023,1
ISUZU ,NQR   ,WHI,2023,2
ISUZU ,NQR   ,WHI,2024,5
ISUZU ,NQR 87,WHI,2023,1
ISUZU ,NQR 87,WHI,2024,4
ISUZU ,SPRINT,WHI,2024,1
ITAL  ,DRAGST,BLK,2023,1
IVECO ,50 180,WHI,2024,1
IVECO ,50C18 ,WHI,2023,1
IVECO ,50C21 ,WHI,2024,2
IVECO ,70 21 ,SIL,2024,2
IVECO ,70C   ,WHI,2024,1
IVECO ,DAILY ,GRN,2023,1
IVECO ,DAILY ,SIL,2024,2
IVECO ,DAILY ,WHI,2023,8
IVECO ,DAILY ,WHI,2024,12
IVECO ,EUROCA,WHI,2023,1
IVECO ,EUROCA,WHI,2024,1
IVECO ,NB1   ,WHI,2023,1
IVECO ,S WAY ,WHI,2023,1
IVECO ,S WAY ,WHI,2024,1
IVECO ,SWAY  ,SIL,2023,4
IVECO ,SWAY  ,SIL,2024,2
IVECO ,SWAY  ,WHI,2023,2
IVECO ,SWAY  ,WHI,2024,1
IVECO ,SWAY8W,WHI,2023,1
J C B ,      ,YLW,2024,1
J C B ,525 60,YLW,2023,1
J C B ,525 60,YLW,2024,1
J C B ,531 70,YLW,2024,2
J C B ,53260 ,YLW,2023,1
J C B ,53270 ,YLW,2023,2
J C B ,54270 ,YLW,2023,2
J C B ,54270A,YLW,2023,1
J DEER,157S  ,GRN,2024,1
J DEER,1580  ,GRN,2024,1
J DEER,3038E ,GRN,2023,3
J DEER,5075E ,GRN,2023,1
J DEER,5095M ,GRN,2024,1
J DEER,6100M ,GRN,2023,1
J DEER,6110M ,GRN,2023,1
J DEER,6125M ,GRN,2023,1
J DEER,6125M ,GRN,2024,1
J DEER,6155M ,GRN,2023,1
J DEER,616R  ,GRN,2024,1
J DEER,6175M ,GRN,2024,1
J DEER,7R 210,GRN,2024,1
J DEER,7R 230,GRN,2024,1
J DEER,8R 340,GRN,2023,1
J DEER,S780  ,GRN,2023,1
J DEER,S780  ,GRN,2024,3
J DEER,X9 100,GRN,2024,1
J DEER,X91000,GRN,2024,5
JAC   ,T9    ,BLU,2024,1
JAC   ,T9    ,GRY,2024,1
JAC   ,T9    ,SIL,2024,1
JAC   ,T9    ,WHI,2024,1
JAC   ,T9 HAV,BLK,2024,1
JAC   ,T9 HAV,GRY,2024,2
JAC   ,T9 HAV,RED,2024,1
JAC   ,T9 OAS,RED,2024,1
JAC   ,T9 OAS,SIL,2024,1
JAGUAR,E PACE,WHI,2024,1
JAGUAR,EPACE ,GRY,2024,1
JAGUAR,F PACE,BLK,2023,1
JAGUAR,F PACE,GRY,2024,1
JAGUAR,F PACE,WHI,2024,2
JAGUAR,F TYPE,GRN,2024,1
JAGUAR,FPACE ,BLK,2024,4
JAGUAR,XE    ,BLK,2024,1
JAGUAR,XE    ,WHI,2024,2
JEEP  ,COMPAS,BLK,2023,1
JEEP  ,COMPAS,BLK,2024,1
JEEP  ,COMPAS,GRY,2023,1
JEEP  ,COMPAS,GRY,2024,1
JEEP  ,COMPAS,WHI,2023,1
JEEP  ,COMPAS,WHI,2024,3
JEEP  ,GLADIA,BLK,2024,4
JEEP  ,GLADIA,GRN,2024,3
JEEP  ,GLADIA,GRY,2024,9
JEEP  ,GLADIA,SIL,2023,1
JEEP  ,GLADIA,WHI,2024,5
JEEP  ,GLADIA,YLW,2024,1
JEEP  ,GRAND ,BLK,2024,5
JEEP  ,GRAND ,GRY,2024,5
JEEP  ,GRAND ,SIL,2024,1
JEEP  ,GRAND ,WHI,2024,5
JEEP  ,WRANGL,BLK,2024,5
JEEP  ,WRANGL,GRY,2024,4
JEEP  ,WRANGL,PNK,2024,2
JEEP  ,WRANGL,RED,2024,1
JEEP  ,WRANGL,WHI,2024,1
K T M ,1290 S,BLK,2023,3
K T M ,1290 S,WHI,2023,1
K T M ,1290SD,BLK,2023,1
K T M ,1290SD,OGE,2023,2
K T M ,1290SD,SIL,2023,1
K T M ,1390 D,BLK,2024,1
K T M ,1390 S,OGE,2023,1
K T M ,1390SD,BLK,2024,2
K T M ,150 EX,OGE,2023,2
K T M ,150EXC,OGE,2023,1
K T M ,200 DU,OGE,2024,1
K T M ,250 EX,OGE,2023,1
K T M ,250 EX,OGE,2024,2
K T M ,250EXC,OGE,2023,2
K T M ,300 EX,OGE,2023,9
K T M ,300 EX,WHI,2023,1
K T M ,300EXC,OGE,2023,9
K T M ,300EXC,OGE,2024,8
K T M ,300EXC,WHI,2024,1
K T M ,350 EX,OGE,2023,3
K T M ,350 EX,OGE,2024,1
K T M ,350 XC,OGE,2024,1
K T M ,350EXC,OGE,2023,8
K T M ,350EXC,OGE,2024,4
K T M ,350XCF,OGE,2023,1
K T M ,390 AD,OGE,2023,1
K T M ,390 DU,OGE,2024,1
K T M ,390ADV,BLK,2023,1
K T M ,390ADV,OGE,2023,1
K T M ,390ADV,OGE,2024,1
K T M ,390DUK,BLU,2024,1
K T M ,390DUK,OGE,2024,2
K T M ,450 EX,OGE,2023,3
K T M ,450EXC,OGE,2023,10
K T M ,450EXC,WHI,2023,1
K T M ,45EXCF,OGE,2023,3
K T M ,45EXCF,WHI,2023,1
K T M ,500 EX,OGE,2023,5
K T M ,500 EX,WHI,2023,1
K T M ,500EXC,OGE,2023,8
K T M ,500EXC,OGE,2024,6
K T M ,500EXC,PNK,2023,1
K T M ,50EXCF,OGE,2023,1
K T M ,690END,OGE,2023,1
K T M ,790 AD,OGE,2023,1
K T M ,790ADV,OGE,2023,1
K T M ,890 AD,OGE,2023,1
K T M ,890 AD,OGE,2024,1
K T M ,890 DU,BLU,2023,1
K T M ,890 DU,BLU,2024,1
K T M ,890SMT,OGE,2024,1
K T M ,DK390 ,BLU,2024,3
K T M ,DK390 ,OGE,2024,2
K T M ,DUKE 9,OGE,2024,1
K T M ,RC 390,OGE,2023,1
K T M ,RC390 ,OGE,2023,2
K T M ,RC390 ,WHI,2024,1
KAWASA,EL450A,OGE,2024,2
KAWASA,EN500 ,GRY,2024,1
KAWASA,EN500 ,WHI,2024,1
KAWASA,EN650B,BLK,2024,5
KAWASA,EN650B,GRN,2024,2
KAWASA,EN650B,GRY,2024,3
KAWASA,EN650D,BLK,2024,1
KAWASA,EN650L,BLK,2023,1
KAWASA,ER300B,BEI,2024,1
KAWASA,ER400D,BLK,2023,1
KAWASA,ER5   ,BLK,2024,2
KAWASA,ER500E,BLK,2024,4
KAWASA,ER650H,SIL,2023,1
KAWASA,ER65SL,BLK,2024,1
KAWASA,ER65SL,RED,2023,1
KAWASA,ER6NLA,GRY,2024,1
KAWASA,EX400G,BLK,2024,1
KAWASA,EX400G,GRN,2024,1
KAWASA,EX500G,BLK,2024,10
KAWASA,EX500G,GRN,2024,5
KAWASA,EX500G,GRY,2024,1
KAWASA,EX500G,WHI,2024,8
KAWASA,EX500J,GRN,2024,4
KAWASA,EX500J,SIL,2024,1
KAWASA,EX500J,WHI,2024,1
KAWASA,EX650F,GRN,2024,1
